name,type,hp,card_type,sub_type,evolves_from,attacks,ex_rule,weaknesses,retreat_cost,artist,card_description,set,id,rarity,pack,versions,image,ability
Weezing,Darkness,110,Pokémon,Stage 1,Koffing,"[{'name': 'Tackle', 'damage': '30', 'energy': ['Dark']}]",,Fighting,3,KEIICHIRO ITO,"If one of the twin Koffing inflates, the other one deflates. It constantly mixes its poisonous gases.",Genetic Apex (A1),A1-243,☆,Mewtwo pack,"['Genetic Apex #177 ◊◊◊', 'Genetic Apex #243 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_243_EN_SM.webp,"Gas Leak: Once during your turn, if this Pokémon is in the Active Spot, you may make your opponent's Active Pokémon Poisoned."
Dragonite,Dragon,160,Pokémon,Stage 2,Dragonair,"[{'name': 'Draco Meteor', 'damage': '', 'energy': ['Water', 'Electric', 'Normal', 'Normal'], 'description': ""1 of your opponent's Pokémon is chosen at random 4 times. For each time a Pokémon was chosen, do 50 damage to it.""}]",,none,3,Gemi,It is said that somewhere in the ocean lies an island where these gather. Only they live there.,Genetic Apex (A1),A1-244,☆,Mewtwo pack,"['Genetic Apex #185 ◊◊◊', 'Genetic Apex #244 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_244_EN_SM.webp,
Pidgeot,Colorless,130,Pokémon,Stage 2,Pidgeotto,"[{'name': 'Wing Attack', 'damage': '70', 'energy': ['Normal', 'Normal']}]",,Lightning,1,Anesaki Dynamic,"When hunting, it skims the surface of water at high speed to pick off unwary prey such as Magikarp.",Genetic Apex (A1),A1-245,☆,Mewtwo pack,"['Genetic Apex #188 ◊◊◊', 'Genetic Apex #245 ☆', 'Extradimensional Crisis #97 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_245_EN_SM.webp,"Drive Off: Once during your turn, you may switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)"
Meowth,Colorless,60,Pokémon,Basic,,"[{'name': 'Pay Day', 'damage': '10', 'energy': ['Normal'], 'description': 'Draw 1 card.'}]",,Fighting,1,Mina Nakai,"All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow.",Genetic Apex (A1),A1-246,☆,Charizard pack,"['Genetic Apex #196 ◊', 'Genetic Apex #246 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_246_EN_SM.webp,
Ditto,Colorless,70,Pokémon,Basic,,"[{'name': 'Copy Anything', 'damage': '', 'energy': ['Normal'], 'description': ""Choose 1 of your opponent's Pokémon's attacks and use it as this attack. If this Pokémon doesn't have the necessary Energy to use that attack, this attack does nothing.""}]",,Fighting,1,Jerky,"Its transformation ability is perfect. However, if made to laugh, it can’t maintain its disguise.",Genetic Apex (A1),A1-247,☆,Mewtwo pack,"['Genetic Apex #205 ◊◊◊', 'Genetic Apex #247 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_247_EN_SM.webp,
Eevee,Colorless,60,Pokémon,Basic,,"[{'name': 'Tackle', 'damage': '20', 'energy': ['Normal']}]",,Fighting,1,sowsow,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.,Genetic Apex (A1),A1-248,☆,Pikachu pack,"['Genetic Apex #206 ◊', 'Genetic Apex #207 ◊', 'Genetic Apex #208 ◊', 'Genetic Apex #248 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_248_EN_SM.webp,
Porygon,Colorless,50,Pokémon,Basic,,"[{'name': 'Sharpen', 'damage': '20', 'energy': ['Normal']}]",,Fighting,1,Akira Komayama,State-of-the-art technology was used to create Porygon. It was the first artificial Pokémon to be created via computer programming.,Genetic Apex (A1),A1-249,☆,Mewtwo pack,"['Genetic Apex #209 ◊◊', 'Genetic Apex #249 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_249_EN_SM.webp,"Data Scan: Once during your turn, you may look at the top card of your deck."
Snorlax,Colorless,150,Pokémon,Basic,,"[{'name': 'Rollout', 'damage': '70', 'energy': ['Normal', 'Normal', 'Normal', 'Normal']}]",,Fighting,4,HYOGONOSUKE,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep.",Genetic Apex (A1),A1-250,☆,Pikachu pack,"['Genetic Apex #211 ◊◊◊', 'Genetic Apex #250 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_250_EN_SM.webp,
Venusaur ex,Grass,190,Pokémon,Stage 2,Ivysaur,"[{'name': 'Razor Leaf', 'damage': '60', 'energy': ['Grass', 'Normal', 'Normal']}, {'name': 'Giant Bloom', 'damage': '100', 'energy': ['Grass', 'Grass', 'Normal', 'Normal'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Fire,3,PLANETA CG Works,,Genetic Apex (A1),A1-251,☆☆,Mewtwo pack,"['Genetic Apex #4 ◊◊◊◊', 'Genetic Apex #251 ☆☆', 'Celestial Guardians #230 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_251_EN_SM.webp,
Exeggutor ex,Grass,160,Pokémon,Stage 1,Exeggcute,"[{'name': 'Tropical Swing', 'damage': '40+', 'energy': ['Grass'], 'description': 'Flip a coin. If heads, this attack does 40 more damage.'}]",,Fire,3,PLANETA CG Works,,Genetic Apex (A1),A1-252,☆☆,Charizard pack,"['Genetic Apex #23 ◊◊◊◊', 'Genetic Apex #252 ☆☆', 'Celestial Guardians #231 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_252_EN_SM.webp,
Charizard ex,Fire,180,Pokémon,Stage 2,Charmeleon,"[{'name': 'Slash', 'damage': '60', 'energy': ['Fire', 'Normal', 'Normal']}, {'name': 'Crimson Storm', 'damage': '200', 'energy': ['Fire', 'Fire', 'Normal', 'Normal'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Water,2,PLANETA CG Works,,Genetic Apex (A1),A1-253,☆☆,Charizard pack,"['Genetic Apex #36 ◊◊◊◊', 'Genetic Apex #253 ☆☆', 'Genetic Apex #280 ☆☆☆', 'Genetic Apex #284 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_253_EN_SM.webp,
Arcanine ex,Fire,150,Pokémon,Stage 1,Growlithe,"[{'name': 'Inferno Onrush', 'damage': '120', 'energy': ['Fire', 'Fire', 'Normal'], 'description': 'This Pokémon also does 20 damage to itself.'}]",,Water,2,PLANETA Saito,,Genetic Apex (A1),A1-254,☆☆,Pikachu pack,"['Genetic Apex #41 ◊◊◊◊', 'Genetic Apex #254 ☆☆', 'Extradimensional Crisis #100 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_254_EN_SM.webp,
Moltres ex,Fire,140,Pokémon,Basic,,"[{'name': 'Inferno Dance', 'damage': '', 'energy': ['Fire'], 'attack description': 'Flip 3 coins. Take an amount of [R] Energy from your Energy Zone equal to the number of heads and attach it to your Benched [R] Pokémon in any way you like.'}, {'name': 'Heat Blast', 'damage': '70', 'energy': ['Fire', 'Normal', 'Normal'], 'description': 'Flip 3 coins. Take an amount of [R] Energy from your Energy Zone equal to the number of heads and attach it to your Benched [R] Pokémon in any way you like.'}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Lightning,2,PLANETA Saito,,Genetic Apex (A1),A1-255,☆☆,Charizard pack,"['Genetic Apex #47 ◊◊◊◊', 'Genetic Apex #255 ☆☆', 'Genetic Apex #274 ☆☆', 'Promo-A #25', 'Eevee Grove #103 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_255_EN_SM.webp,
Blastoise ex,Water,180,Pokémon,Stage 2,Wartortle,"[{'name': 'Surf', 'damage': '40', 'energy': ['Water', 'Normal']}, {'name': 'Hydro Bazooka', 'damage': '100+', 'energy': ['Water', 'Water', 'Normal'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Lightning,3,PLANETA CG Works,,Genetic Apex (A1),A1-256,☆☆,Pikachu pack,"['Genetic Apex #56 ◊◊◊◊', 'Genetic Apex #256 ☆☆', 'Celestial Guardians #232 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_256_EN_SM.webp,
Starmie ex,Water,130,Pokémon,Stage 1,Staryu,"[{'name': 'Hydro Splash', 'damage': '90', 'energy': ['Water', 'Water']}]",,Lightning,0,PLANETA Igarashi,,Genetic Apex (A1),A1-257,☆☆,Charizard pack,"['Genetic Apex #76 ◊◊◊◊', 'Genetic Apex #257 ☆☆', 'Celestial Guardians #233 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_257_EN_SM.webp,
Articuno ex,Water,140,Pokémon,Basic,,"[{'name': 'Ice Wing', 'damage': '40', 'energy': ['Water', 'Normal']}, {'name': 'Blizzard', 'damage': '80', 'energy': ['Water', 'Water', 'Water'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Lightning,2,PLANETA Saito,,Genetic Apex (A1),A1-258,☆☆,Mewtwo pack,"['Genetic Apex #84 ◊◊◊◊', 'Genetic Apex #258 ☆☆', 'Genetic Apex #275 ☆☆', 'Eevee Grove #104 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_258_EN_SM.webp,
Pikachu ex,Lightning,120,Pokémon,Basic,,"[{'name': 'Circle Circuit', 'damage': '30x', 'energy': ['Electric', 'Electric'], 'description': 'This attack does 30 damage for each of your Benched [L] Pokémon.'}]",,Fighting,1,PLANETA CG Works,,Genetic Apex (A1),A1-259,☆☆,Pikachu pack,"['Genetic Apex #96 ◊◊◊◊', 'Genetic Apex #259 ☆☆', 'Genetic Apex #281 ☆☆☆', 'Genetic Apex #285 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_259_EN_SM.webp,
Zapdos ex,Lightning,130,Pokémon,Basic,,"[{'name': 'Peck', 'damage': '20', 'energy': ['Electric']}, {'name': 'Thundering Hurricane', 'damage': '50x', 'energy': ['Electric', 'Electric', 'Electric'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Lightning,1,PLANETA Saito,,Genetic Apex (A1),A1-260,☆☆,Pikachu pack,"['Genetic Apex #104 ◊◊◊◊', 'Genetic Apex #260 ☆☆', 'Genetic Apex #276 ☆☆', 'Eevee Grove #105 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_260_EN_SM.webp,
Gengar ex,Psychic,170,Pokémon,Stage 2,Haunter,"[{'name': 'Spooky Shot', 'damage': '100', 'energy': ['Psychic', 'Psychic', 'Psychic']}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Darkness,2,PLANETA CG Works,,Genetic Apex (A1),A1-261,☆☆,Mewtwo pack,"['Genetic Apex #123 ◊◊◊◊', 'Genetic Apex #261 ☆☆', 'Genetic Apex #277 ☆☆', 'Celestial Guardians #234 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_261_EN_SM.webp,"Shadowy Spellbind: As long as this Pokémon is in the Active Spot, your opponent can't use any Supporter cards from their hand."
Mewtwo ex,Psychic,150,Pokémon,Basic,,"[{'name': 'Psychic Sphere', 'damage': '50', 'energy': ['Psychic', 'Normal']}, {'name': 'Psydrive', 'damage': '150', 'energy': ['Psychic', 'Psychic', 'Normal', 'Normal'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Darkness,2,PLANETA Mochizuki,,Genetic Apex (A1),A1-262,☆☆,Mewtwo pack,"['Genetic Apex #129 ◊◊◊◊', 'Genetic Apex #262 ☆☆', 'Genetic Apex #282 ☆☆☆', 'Genetic Apex #286 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_262_EN_SM.webp,
Machamp ex,Fighting,180,Pokémon,Stage 2,Machoke,"[{'name': 'Mega Punch', 'damage': '120', 'energy': ['N/A', 'N/A', 'N/A']}]",,Psychic,3,PLANETA Igarashi,,Genetic Apex (A1),A1-263,☆☆,Charizard pack,"['Genetic Apex #146 ◊◊◊◊', 'Genetic Apex #263 ☆☆', 'Genetic Apex #278 ☆☆', 'Celestial Guardians #235 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_263_EN_SM.webp,
Marowak ex,Fighting,140,Pokémon,Stage 1,Cubone,"[{'name': 'Bonemerang', 'damage': '80x', 'energy': ['N/A', 'N/A'], 'description': 'Flip 2 coins. This attack does 80 damage for each heads.'}]",,Grass,1,PLANETA Mochizuki,,Genetic Apex (A1),A1-264,☆☆,Mewtwo pack,"['Genetic Apex #153 ◊◊◊◊', 'Genetic Apex #264 ☆☆', 'Celestial Guardians #236 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_264_EN_SM.webp,
Wigglytuff ex,Colorless,140,Pokémon,Stage 1,Jigglypuff,"[{'name': 'Sleepy Song', 'damage': '80', 'energy': ['Normal', 'Normal', 'Normal'], 'description': ""Your opponent's Active Pokémon is now Asleep.""}]",,Fighting,2,PLANETA Igarashi,,Genetic Apex (A1),A1-265,☆☆,Pikachu pack,"['Genetic Apex #195 ◊◊◊◊', 'Genetic Apex #265 ☆☆', 'Genetic Apex #279 ☆☆', 'Celestial Guardians #237 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_265_EN_SM.webp,
Erika,,,Trainer/Supporter,,,,,,,saino misaki,,Genetic Apex (A1),A1-266,☆☆,Charizard pack,"['Genetic Apex #219 ◊◊', 'Genetic Apex #266 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_266_EN_SM.webp,
Misty,,,Trainer/Supporter,,,,,,,Sanosuke Sakuma,,Genetic Apex (A1),A1-267,☆☆,Pikachu pack,"['Genetic Apex #220 ◊◊', 'Genetic Apex #267 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_267_EN_SM.webp,
Blaine,,,Trainer/Supporter,,,,,,,GOSSAN,,Genetic Apex (A1),A1-268,☆☆,Charizard pack,"['Genetic Apex #221 ◊◊', 'Genetic Apex #268 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_268_EN_SM.webp,
Koga,,,Trainer/Supporter,,,,,,,Souichirou Gunjima,,Genetic Apex (A1),A1-269,☆☆,Mewtwo pack,"['Genetic Apex #222 ◊◊', 'Genetic Apex #269 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_269_EN_SM.webp,
Giovanni,,,Trainer/Supporter,,,,,,,Hideki Ishikawa,,Genetic Apex (A1),A1-270,☆☆,Mewtwo pack,"['Genetic Apex #223 ◊◊', 'Genetic Apex #270 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_270_EN_SM.webp,
Brock,,,Trainer/Supporter,,,,,,,Ryuta Fuse,,Genetic Apex (A1),A1-271,☆☆,Pikachu pack,"['Genetic Apex #224 ◊◊', 'Genetic Apex #271 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_271_EN_SM.webp,
Sabrina,,,Trainer/Supporter,,,,,,,GIDORA,,Genetic Apex (A1),A1-272,☆☆,Charizard pack,"['Genetic Apex #225 ◊◊', 'Genetic Apex #272 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_272_EN_SM.webp,
Lt. Surge,,,Trainer/Supporter,,,,,,,nagimiso,,Genetic Apex (A1),A1-273,☆☆,Pikachu pack,"['Genetic Apex #226 ◊◊', 'Genetic Apex #273 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_273_EN_SM.webp,
Moltres ex,Fire,140,Pokémon,Basic,,"[{'name': 'Inferno Dance', 'damage': '', 'energy': ['Fire'], 'attack description': 'Flip 3 coins. Take an amount of [R] Energy from your Energy Zone equal to the number of heads and attach it to your Benched [R] Pokémon in any way you like.'}, {'name': 'Heat Blast', 'damage': '70', 'energy': ['Fire', 'Normal', 'Normal'], 'description': 'Flip 3 coins. Take an amount of [R] Energy from your Energy Zone equal to the number of heads and attach it to your Benched [R] Pokémon in any way you like.'}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Lightning,2,hncl,,Genetic Apex (A1),A1-274,☆☆,Charizard pack,"['Genetic Apex #47 ◊◊◊◊', 'Genetic Apex #255 ☆☆', 'Genetic Apex #274 ☆☆', 'Promo-A #25', 'Eevee Grove #103 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_274_EN_SM.webp,
Articuno ex,Water,140,Pokémon,Basic,,"[{'name': 'Ice Wing', 'damage': '40', 'energy': ['Water', 'Normal']}, {'name': 'Blizzard', 'damage': '80', 'energy': ['Water', 'Water', 'Water'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Lightning,2,kodama,,Genetic Apex (A1),A1-275,☆☆,Mewtwo pack,"['Genetic Apex #84 ◊◊◊◊', 'Genetic Apex #258 ☆☆', 'Genetic Apex #275 ☆☆', 'Eevee Grove #104 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_275_EN_SM.webp,
Zapdos ex,Lightning,130,Pokémon,Basic,,"[{'name': 'Peck', 'damage': '20', 'energy': ['Electric']}, {'name': 'Thundering Hurricane', 'damage': '50x', 'energy': ['Electric', 'Electric', 'Electric'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Lightning,1,GOSSAN,,Genetic Apex (A1),A1-276,☆☆,Pikachu pack,"['Genetic Apex #104 ◊◊◊◊', 'Genetic Apex #260 ☆☆', 'Genetic Apex #276 ☆☆', 'Eevee Grove #105 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_276_EN_SM.webp,
Gengar ex,Psychic,170,Pokémon,Stage 2,Haunter,"[{'name': 'Spooky Shot', 'damage': '100', 'energy': ['Psychic', 'Psychic', 'Psychic']}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Darkness,2,NC Empire,,Genetic Apex (A1),A1-277,☆☆,Mewtwo pack,"['Genetic Apex #123 ◊◊◊◊', 'Genetic Apex #261 ☆☆', 'Genetic Apex #277 ☆☆', 'Celestial Guardians #234 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_277_EN_SM.webp,"Shadowy Spellbind: As long as this Pokémon is in the Active Spot, your opponent can't use any Supporter cards from their hand."
Machamp ex,Fighting,180,Pokémon,Stage 2,Machoke,"[{'name': 'Mega Punch', 'damage': '120', 'energy': ['N/A', 'N/A', 'N/A']}]",,Psychic,3,AKIRA EGAWA,,Genetic Apex (A1),A1-278,☆☆,Charizard pack,"['Genetic Apex #146 ◊◊◊◊', 'Genetic Apex #263 ☆☆', 'Genetic Apex #278 ☆☆', 'Celestial Guardians #235 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_278_EN_SM.webp,
Wigglytuff ex,Colorless,140,Pokémon,Stage 1,Jigglypuff,"[{'name': 'Sleepy Song', 'damage': '80', 'energy': ['Normal', 'Normal', 'Normal'], 'description': ""Your opponent's Active Pokémon is now Asleep.""}]",,Fighting,2,Shibuzoh.,,Genetic Apex (A1),A1-279,☆☆,Pikachu pack,"['Genetic Apex #195 ◊◊◊◊', 'Genetic Apex #265 ☆☆', 'Genetic Apex #279 ☆☆', 'Celestial Guardians #237 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_279_EN_SM.webp,
Charizard ex,Fire,180,Pokémon,Stage 2,Charmeleon,"[{'name': 'Slash', 'damage': '60', 'energy': ['Fire', 'Normal', 'Normal']}, {'name': 'Crimson Storm', 'damage': '200', 'energy': ['Fire', 'Fire', 'Normal', 'Normal'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Water,2,kantaro,,Genetic Apex (A1),A1-280,☆☆☆,Charizard pack,"['Genetic Apex #36 ◊◊◊◊', 'Genetic Apex #253 ☆☆', 'Genetic Apex #280 ☆☆☆', 'Genetic Apex #284 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_280_EN_SM.webp,
Pikachu ex,Lightning,120,Pokémon,Basic,,"[{'name': 'Circle Circuit', 'damage': '30x', 'energy': ['Electric', 'Electric'], 'description': 'This attack does 30 damage for each of your Benched [L] Pokémon.'}]",,Fighting,1,Ryota Murayama,,Genetic Apex (A1),A1-281,☆☆☆,Pikachu pack,"['Genetic Apex #96 ◊◊◊◊', 'Genetic Apex #259 ☆☆', 'Genetic Apex #281 ☆☆☆', 'Genetic Apex #285 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_281_EN_SM.webp,
Mewtwo ex,Psychic,150,Pokémon,Basic,,"[{'name': 'Psychic Sphere', 'damage': '50', 'energy': ['Psychic', 'Normal']}, {'name': 'Psydrive', 'damage': '150', 'energy': ['Psychic', 'Psychic', 'Normal', 'Normal'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Darkness,2,Nurikabe,,Genetic Apex (A1),A1-282,☆☆☆,Mewtwo pack,"['Genetic Apex #129 ◊◊◊◊', 'Genetic Apex #262 ☆☆', 'Genetic Apex #282 ☆☆☆', 'Genetic Apex #286 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_282_EN_SM.webp,
Mew,Psychic,60,Pokémon,Basic,,"[{'name': 'Psy Report', 'damage': '20', 'energy': ['Psychic'], 'description': 'Your opponent reveals their hand.'}]",,Darkness,1,Amelicart,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon.",Genetic Apex (A1),A1-283,☆☆☆,,"['Genetic Apex #283 ☆☆☆', 'Mythical Island #31 ◊◊◊']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_283_EN_SM.webp,
Charizard ex,Fire,180,Pokémon,Stage 2,Charmeleon,"[{'name': 'Slash', 'damage': '60', 'energy': ['Fire', 'Normal', 'Normal']}, {'name': 'Crimson Storm', 'damage': '200', 'energy': ['Fire', 'Fire', 'Normal', 'Normal'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Water,2,PLANETA CG Works,,Genetic Apex (A1),A1-284,Crown Rare,,"['Genetic Apex #36 ◊◊◊◊', 'Genetic Apex #253 ☆☆', 'Genetic Apex #280 ☆☆☆', 'Genetic Apex #284 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_284_EN_SM.webp,
Pikachu ex,Lightning,120,Pokémon,Basic,,"[{'name': 'Circle Circuit', 'damage': '30x', 'energy': ['Electric', 'Electric'], 'description': 'This attack does 30 damage for each of your Benched [L] Pokémon.'}]",,Fighting,1,PLANETA CG Works,,Genetic Apex (A1),A1-285,Crown Rare,,"['Genetic Apex #96 ◊◊◊◊', 'Genetic Apex #259 ☆☆', 'Genetic Apex #281 ☆☆☆', 'Genetic Apex #285 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_285_EN_SM.webp,
Mewtwo ex,Psychic,150,Pokémon,Basic,,"[{'name': 'Psychic Sphere', 'damage': '50', 'energy': ['Psychic', 'Normal']}, {'name': 'Psydrive', 'damage': '150', 'energy': ['Psychic', 'Psychic', 'Normal', 'Normal'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Darkness,2,PLANETA Mochizuki,,Genetic Apex (A1),A1-286,Crown Rare,,"['Genetic Apex #129 ◊◊◊◊', 'Genetic Apex #262 ☆☆', 'Genetic Apex #282 ☆☆☆', 'Genetic Apex #286 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_286_EN_SM.webp,
Potion,,,Trainer/Item,,,,,,,5ban Graphics,,Promo-A,Promo--1,,,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_001_EN_SM.webp,
X Speed,,,Trainer/Item,,,,,,,Toyste Beach,,Promo-A,Promo--2,,,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_002_EN_SM.webp,
Hand Scope,,,Trainer/Item,,,,,,,Toyste Beach,,Promo-A,Promo--3,,,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_003_EN_SM.webp,
Pokédex,,,Trainer/Item,,,,,,,Ryo Ueda,,Promo-A,Promo--4,,,['Promo-A #4'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_004_EN_SM.webp,
Poké Ball,,,Trainer/Item,,,,,,,Ryo Ueda,,Promo-A,Promo--5,,,"['Promo-A #5', 'Shining Revelry #111 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_005_EN_SM.webp,
Red Card,,,Trainer/Item,,,,,,,5ban Graphics,,Promo-A,Promo--6,,,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_006_EN_SM.webp,
Professor's Research,,,Trainer/Supporter,,,,,,,Naoki Saito,,Promo-A,Promo--7,,,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_007_EN_SM.webp,
Pokédex,,,Trainer/Item,,,,,,,Yuu Nishida,,Promo-A,Promo--8,,,['Promo-A #4'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_008_EN_SM.webp,
Pikachu,Lightning,60,Pokémon,Basic,,"[{'name': 'Gnaw', 'damage': '20', 'energy': ['Electric']}]",,Fighting,1,Atsushi Furusawa,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.",Promo-A,Promo--9,,,"['Genetic Apex #94 ◊', 'Promo-A #9', 'Promo-A #15']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_009_EN_SM.webp,
Mewtwo,Psychic,120,Pokémon,Basic,,"[{'name': 'Power Blast', 'damage': '120', 'energy': ['Psychic', 'Psychic', 'Normal', 'Normal'], 'description': 'Discard 2 [P] Energy from this Pokémon.'}]",,Darkness,2,Krgc,It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.,Promo-A,Promo--10,,,['Genetic Apex #128 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_010_EN_SM.webp,
Chansey,Colorless,120,Pokémon,Basic,,"[{'name': 'Gentle Slap', 'damage': '60', 'energy': ['Normal', 'Normal', 'Normal']}]",,Fighting,3,sowsow,This kindly Pokémon lays highly nutritious eggs and shares them with injured Pokémon or people.,Promo-A,Promo--11,,,['Genetic Apex #202 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_011_EN_SM.webp,
